	BbigeminaBOND	BbovisT2Bo	BmicrotiRI	Candersoni30847	Ccayetanensis	CfelisWinnie	ChominisTU502	CmurisRN66	CparvumIowaII	Cubiquitum39726	CveliaCCMP2878	EacervulinaHoughton	EfalciformisB	EmaximaW	EmitisH	EnecatrixH	EtenellaH	GniphandrodesUnknown	HhammondiH	NcaninumL	PbergheiANKA	Pchabaudichabaudi	PcoatneyiHackeri	PcynomolgiB	Pfalciparum3D7	PfragileNilgiri	PgaboniSY75	Pgallinaceum8A	PinuiSanAntonio1	PknowlesiH	PmalariaeUG01	PovalecurtisiGH01	PreichenowiCDC	PrelictumSGS1	PvinckeipetteriCR	PvivaxSal1	Pyoeliiyoelii17X	SneuronaSN3	TannulataAnkara	TgondiiVEG	TorientalisShintoku	TparvaMuguga	VbrassicaformisCCMP3155
OG0042967																			HHA_453330-t26_1-p1																								
OG0042968																			HHA_453340-t26_1-p1																								
OG0042969																			HHA_453400-t26_1-p1																								
OG0042970																			HHA_453410-t26_1-p1																								
OG0042971																			HHA_453420-t26_1-p1																								
OG0042972																			HHA_294650-t26_1-p1																								
OG0042973																			HHA_294990-t26_1-p1																								
OG0042974																			HHA_295125-t26_1-p1																								
OG0042975																			HHA_453510-t26_1-p1																								
OG0042976																			HHA_453520-t26_1-p1																								
OG0042977																			HHA_453550-t26_1-p1																								
OG0042978																			HHA_453560-t26_1-p1																								
OG0042979																			HHA_462440-t26_1-p1																								
OG0042980																			HHA_462450-t26_1-p1																								
OG0042981																			HHA_453570-t26_1-p1																								
OG0042982																			HHA_453620-t26_1-p1																								
OG0042983																			HHA_453640-t26_1-p1																								
OG0042984																			HHA_453690-t26_1-p1																								
OG0042985																			HHA_462460-t26_1-p1																								
OG0042986																			HHA_234590-t26_1-p1																								
OG0042987																			HHA_453700-t26_1-p1																								
OG0042988																			HHA_453740-t26_1-p1																								
OG0042989																			HHA_453750-t26_1-p1																								
OG0042990																			HHA_453770-t26_1-p1																								
OG0042991																			HHA_453830-t26_1-p1																								
OG0042992																			HHA_453840-t26_1-p1																								
OG0042993																			HHA_453850-t26_1-p1																								
OG0042994																			HHA_462500-t26_1-p1																								
OG0042995																			HHA_265175-t26_1-p1																								
OG0042996																			HHA_453870-t26_1-p1																								
OG0042997																			HHA_453880-t26_1-p1																								
OG0042998																			HHA_462520-t26_1-p1																								
OG0042999																			HHA_263160-t26_1-p1																								
OG0043000																			HHA_453890-t26_1-p1																								
OG0043001																			HHA_453900-t26_1-p1																								
OG0043002																			HHA_453910-t26_1-p1																								
OG0043003																			HHA_453930-t26_1-p1																								
OG0043004																			HHA_453950-t26_1-p1																								
OG0043005																			HHA_453970-t26_1-p1																								
OG0043006																			HHA_204150-t26_1-p1																								
OG0043007																			HHA_453980-t26_1-p1																								
OG0043008																			HHA_453990-t26_1-p1																								
OG0043009																			HHA_454010-t26_1-p1																								
OG0043010																			HHA_454040-t26_1-p1																								
OG0043011																			HHA_454100-t26_1-p1																								
OG0043012																			HHA_454160-t26_1-p1																								
OG0043013																			HHA_454210-t26_1-p1																								
OG0043014																			HHA_454230-t26_1-p1																								
OG0043015																			HHA_462580-t26_1-p1																								
OG0043016																			HHA_462590-t26_1-p1																								
OG0043017																			HHA_279310-t26_1-p1																								
