,Species Group,Number of Orthogroups,Number of genes,List of orthogroups,Sequence Name,Sequence Length,GOID,GOcount,GOterm,GOcategory,tophitGI,tophitaccession,Blast.Top.Hit.HSPs.Description,Blast.Top.Hit.E.Value,Blast.Top.Hit.Similarity,Interpro.Accession,Interpro.Type,Interpro.Name
886,NA,NA,NA,NA,PF3D7_1000100.1-p1,2241,GO:0009405;GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0044650;GO:0046789;GO:0050839,10,"pathogenesis;integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;adhesion of symbiont to host cell;host cell surface receptor binding;cell adhesion molecule binding",Biological Process;Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function;Molecular Function,1016051503;1304171557;124801837,PKC43582;CZT98248;XP_001347288,"gi|124801837|ref|XP_001347288.1|erythrocyte membrane protein 1, PfEMP1 [Plasmodium falciparum 3D7]/gi|1304171557|gb|PKC43582.1|erythrocyte membrane protein 1 [Plasmodium falciparum NF54]/gi|1016051503|emb|CZT98248.1|erythrocyte membrane protein 1, PfEMP1 [Plasmodium falciparum 3D7]",0,100.00%,noIPR;noIPR;noIPR;noIPR;IPR008602;IPR042202;noIPR;IPR011049;noIPR;IPR041480;noIPR;IPR042202;noIPR;IPR029210;IPR029211;IPR004258;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,REPEAT;REPEAT;REPEAT;REPEAT;FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;DOMAIN;DOMAIN;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN,"Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Duffy-antigen binding;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Serralysin-like metalloprotease, C-terminal;Serralysin-like metalloprotease, C-terminal;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Plasmodium falciparum erythrocyte membrane protein-1, N-terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain"
887,NA,NA,NA,NA,PF3D7_1000700.1-p1,286,GO:0016021,1,integral component of membrane,Cellular Component,910271926,KNG75461,gi|910271926|gb|KNG75461.1|hypothetical protein PFMG_01704 [Plasmodium falciparum IGH-CR14],9.90E-122,78.72%,IPR019111;IPR006526,DOMAIN;DOMAIN,"Plasmodium RESA, N-terminal;Exported protein, PHISTa/b/c, conserved domain, Plasmodium"
888,NA,NA,NA,NA,PF3D7_1000800.1-p1,291,GO:0016021;GO:0020013;GO:0020036,3,integral component of membrane;modulation by symbiont of host erythrocyte aggregation;Maurer's cleft,Cellular Component;Biological Process;Cellular Component,579318947;574981036,ETW42802;EUT70108,gi|579318947|gb|EUT70108.1|hypothetical protein PFAG_06089 [Plasmodium falciparum Santa Lucia]/gi|574981036|gb|ETW42802.1|hypothetical protein PFNF135_02848 [Plasmodium falciparum NF135/5.C10],0,99.32%,IPR006374;IPR006374,FAMILY;FAMILY,Variant surface antigen Stevor;Variant surface antigen Stevor
889,NA,NA,NA,NA,PF3D7_1000900.1-p1,442,GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0046789;GO:0050839,7,"host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;host cell surface receptor binding;cell adhesion molecule binding",Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Molecular Function;Molecular Function,1370963517,SOS79565,"gi|1370963517|emb|SOS79565.1|erythrocyte membrane protein 1, PfEMP1, putative [Plasmodium sp. gorilla clade G1]",1.40E-122,66.82%,IPR029211;noIPR;noIPR;noIPR,DOMAIN;DOMAIN;DOMAIN;DOMAIN,"Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment"
890,NA,NA,NA,NA,PF3D7_1001800.1-p1,260,GO:0016021,1,integral component of membrane,Cellular Component,574987925;579335111;1016051518;583215393;583225777;1304171295;579123491;574750072;258596963;574974430,EUR72099;EWC88389;PKC43320;ETW49190;CZT98266;XP_001347307;EWC76554;ETW36555;ETW18180;EUT85967,"gi|1016051518|emb|CZT98266.1|Plasmodium exported protein (PHISTc), unknown function [Plasmodium falciparum 3D7]/gi|258596963|ref|XP_001347307.2|Plasmodium exported protein (PHISTc), unknown function [Plasmodium falciparum 3D7]/gi|1304171295|gb|PKC43320.1|hypothetical protein CK202_4534 [Plasmodium falciparum NF54]/gi|574750072|gb|ETW18180.1|hypothetical protein PFFVO_02696 [Plasmodium falciparum Vietnam Oak-Knoll (FVO)]/gi|579335111|gb|EUT85967.1|hypothetical protein PFAG_02675 [Plasmodium falciparum Santa Lucia]/gi|583215393|gb|EWC76554.1|hypothetical protein C923_02781 [Plasmodium falciparum UGT5.1]/gi|574974430|gb|ETW36555.1|hypothetical protein PFTANZ_02745 [Plasmodium falciparum Tanzania (2000708)]/gi|579123491|gb|EUR72099.1|hypothetical protein PFBG_02766 [Plasmodium falciparum 7G8]/gi|583225777|gb|EWC88389.1|hypothetical protein PFNF54_02708 [Plasmodium falciparum NF54]/gi|574987925|gb|ETW49190.1|hypothetical protein PFMALIP_02693 [Plasmodium falciparum MaliPS096_E11]",0,100.00%,IPR006526;IPR019111;noIPR;noIPR;noIPR;noIPR,DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN,"Exported protein, PHISTa/b/c, conserved domain, Plasmodium;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal"
891,NA,NA,NA,NA,PF3D7_1002000.1-p1,469,GO:0016021,1,integral component of membrane,Cellular Component,1304171519;124801931;1016051520,PKC43544;CZT98268;XP_001347309,"gi|124801931|ref|XP_001347309.1|Plasmodium exported protein (hyp2), unknown function [Plasmodium falciparum 3D7]/gi|1016051520|emb|CZT98268.1|Plasmodium exported protein (hyp2), unknown function [Plasmodium falciparum 3D7]/gi|1304171519|gb|PKC43544.1|hypothetical protein CK202_4765 [Plasmodium falciparum NF54]",0,100.00%,noIPR;noIPR;noIPR,DOMAIN;DOMAIN;DOMAIN,Duffy-binding-like domain;Duffy-binding-like domain;Duffy-binding-like domain
892,NA,NA,NA,NA,PF3D7_1002100.1-p1,631,GO:0016021,1,integral component of membrane,Cellular Component,1304171606;1016051521;124801935,PKC43631;CZT98269;XP_001347310,gi|124801935|ref|XP_001347310.1|EMP1-trafficking protein [Plasmodium falciparum 3D7]/gi|1304171606|gb|PKC43631.1|EMP1-trafficking protein [Plasmodium falciparum NF54]/gi|1016051521|emb|CZT98269.1|EMP1-trafficking protein [Plasmodium falciparum 3D7],0,100.00%,noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN,"Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal"
893,NA,NA,NA,NA,PF3D7_1002200.1-p1,979,GO:0009986;GO:0016021,2,cell surface;integral component of membrane,Cellular Component;Cellular Component,124801939;1304171339;1016051522,PKC43364;XP_001347311;CZT98270,gi|124801939|ref|XP_001347311.1|tryptophan-rich antigen 3 [Plasmodium falciparum 3D7]/gi|1304171339|gb|PKC43364.1|tryptophan-rich antigen 3 [Plasmodium falciparum NF54]/gi|1016051522|emb|CZT98270.1|tryptophan-rich antigen 3 [Plasmodium falciparum 3D7],0,100.00%,noIPR;noIPR;noIPR;IPR022089;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN,"Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Tryptophan/threonine-rich plasmodium antigen, C-terminal;Tryptophan/threonine-rich plasmodium antigen, C-terminal;Tryptophan/threonine-rich plasmodium antigen, C-terminal;Tryptophan/threonine-rich plasmodium antigen, C-terminal;Tryptophan/threonine-rich plasmodium antigen, C-terminal;Tryptophan/threonine-rich plasmodium antigen, C-terminal;Tryptophan/threonine-rich plasmodium antigen, C-terminal;Tryptophan/threonine-rich plasmodium antigen, C-terminal"
894,NA,NA,NA,NA,PF3D7_1016300.1-p1,824,GO:0016021;GO:0030430,2,integral component of membrane;host cell cytoplasm,Cellular Component;Cellular Component,59797635;124802344;1304171556;1016051667,PKC43581;Q8I6U8;XP_001347444;CZT98416,gi|1016051667|emb|CZT98416.1|glycophorin binding protein [Plasmodium falciparum 3D7]/gi|59797635|sp|Q8I6U8.1|GBP_PLAF7RecName: Full=Glycophorin-binding protein AltName: Full=GBP-130/gi|124802344|ref|XP_001347444.1|glycophorin binding protein [Plasmodium falciparum 3D7]/gi|1304171556|gb|PKC43581.1|glycophorin binding protein [Plasmodium falciparum NF54],0,100.00%,IPR003681;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;IPR003681;IPR003681;IPR003681;IPR003681;IPR003681;IPR003681;IPR003681;IPR003681;IPR003681;IPR003681;IPR003681;IPR003681,REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT;REPEAT,Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein;Glycophorin-binding protein
895,NA,NA,NA,NA,PF3D7_1016500.1-p1,767,GO:0016021,1,integral component of membrane,Cellular Component,1016051669;258597042;1304171490,PKC43515;XP_001347446;CZT98418,"gi|258597042|ref|XP_001347446.2|Plasmodium exported protein (PHISTc), unknown function [Plasmodium falciparum 3D7]/gi|1016051669|emb|CZT98418.1|Plasmodium exported protein (PHISTc), unknown function [Plasmodium falciparum 3D7]/gi|1304171490|gb|PKC43515.1|hypothetical protein CK202_4736 [Plasmodium falciparum NF54]",0,100.00%,IPR019111;IPR006526;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN,"Plasmodium RESA, N-terminal;Exported protein, PHISTa/b/c, conserved domain, Plasmodium;Exported protein, PHISTa/b/c, conserved domain, Plasmodium;Exported protein, PHISTa/b/c, conserved domain, Plasmodium;Exported protein, PHISTa/b/c, conserved domain, Plasmodium;Exported protein, PHISTa/b/c, conserved domain, Plasmodium;Exported protein, PHISTa/b/c, conserved domain, Plasmodium;Exported protein, PHISTa/b/c, conserved domain, Plasmodium"
896,NA,NA,NA,NA,PF3D7_1016700.1-p1,830,GO:0016021,1,integral component of membrane,Cellular Component,583222771;1304171531;1016051671;258597044,EWC85822;PKC43556;XP_001347447;CZT98420,"gi|583222771|gb|EWC85822.1|hypothetical protein PFNF54_05489 [Plasmodium falciparum NF54]/gi|1016051671|emb|CZT98420.1|Plasmodium exported protein (PHISTc), unknown function [Plasmodium falciparum 3D7]/gi|258597044|ref|XP_001347447.2|Plasmodium exported protein (PHISTc), unknown function [Plasmodium falciparum 3D7]/gi|1304171531|gb|PKC43556.1|hypothetical protein CK202_4776 [Plasmodium falciparum NF54]",0,100.00%,noIPR;IPR006526;IPR019111;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,HOMOLOGOUS_SUPERFAMILY;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN,"Duffy-antigen binding superfamily;Exported protein, PHISTa/b/c, conserved domain, Plasmodium;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal"
897,NA,NA,NA,NA,PF3D7_1016900.1-p1,108,GO:0016021;GO:0020005,2,integral component of membrane;symbiont-containing vacuole membrane,Cellular Component;Cellular Component,583222769;1304171455;1016051673;574980969;258597046;579123291;579334952,EUR71910;EWC85820;PKC43480;XP_001347449;CZT98422;ETW42736;EUT85811,gi|258597046|ref|XP_001347449.2|early transcribed membrane protein 10.3 [Plasmodium falciparum 3D7]/gi|579123291|gb|EUR71910.1|hypothetical protein PFBG_02936 [Plasmodium falciparum 7G8]/gi|1304171455|gb|PKC43480.1|early transcribed membrane protein 10.3 [Plasmodium falciparum NF54]/gi|583222769|gb|EWC85820.1|hypothetical protein PFNF54_05487 [Plasmodium falciparum NF54]/gi|574980969|gb|ETW42736.1|hypothetical protein PFNF135_03008 [Plasmodium falciparum NF135/5.C10]/gi|579334952|gb|EUT85811.1|hypothetical protein PFAG_02844 [Plasmodium falciparum Santa Lucia]/gi|1016051673|emb|CZT98422.1|early transcribed membrane protein 10.3 [Plasmodium falciparum 3D7],2.40E-68,100.00%,noIPR;IPR006389;IPR006389;noIPR;noIPR,DOMAIN;FAMILY;FAMILY;FAMILY;FAMILY,"Plasmodium RESA, N-terminal;Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP)"
898,NA,NA,NA,NA,PF3D7_1018400.1-p1,199,GO:0016021,1,integral component of membrane,Cellular Component,258597052;1016051689;1304171546;574980985;579334968,PKC43571;XP_001347463;CZT98438;ETW42752;EUT85827,"gi|1304171546|gb|PKC43571.1|hypothetical protein CK202_4791 [Plasmodium falciparum NF54]/gi|579334968|gb|EUT85827.1|hypothetical protein PFAG_02860 [Plasmodium falciparum Santa Lucia]/gi|1016051689|emb|CZT98438.1|conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]/gi|258597052|ref|XP_001347463.2|conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]/gi|574980985|gb|ETW42752.1|hypothetical protein PFNF135_03024 [Plasmodium falciparum NF135/5.C10]",2.30E-134,100.00%,,,
899,NA,NA,NA,NA,PF3D7_1035100.1-p1,561,,NA,,,1304171578;124802889;583225006;1016051858,PKC43603;EWC87741;XP_001347626;CZT98608,"gi|1304171578|gb|PKC43603.1|hypothetical protein CK202_4829 [Plasmodium falciparum NF54]/gi|124802889|ref|XP_001347626.1|probable protein, unknown function [Plasmodium falciparum 3D7]/gi|583225006|gb|EWC87741.1|hypothetical protein PFNF54_03341 [Plasmodium falciparum NF54]/gi|1016051858|emb|CZT98608.1|probable protein, unknown function [Plasmodium falciparum 3D7]",0,100.00%,noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY,Duffy-antigen binding;Duffy-antigen binding;Duffy-antigen binding
900,NA,NA,NA,NA,PF3D7_1035400.1-p1,354,,NA,,,1304171631;124802901;507789;1016051861;574987643;906521495,KNC35146;PKC43656;ETW48915;CZT98611;XP_001347629;AAC09377,gi|906521495|gb|KNC35146.1|polymorphic antigen [Plasmodium falciparum RAJ116]/gi|124802901|ref|XP_001347629.1|merozoite surface protein 3 [Plasmodium falciparum 3D7]/gi|507789|gb|AAC09377.1|antigen [Plasmodium falciparum]/gi|1304171631|gb|PKC43656.1|merozoite surface protein 3 [Plasmodium falciparum NF54]/gi|1016051861|emb|CZT98611.1|merozoite surface protein 3 [Plasmodium falciparum 3D7]/gi|574987643|gb|ETW48915.1|hypothetical protein PFMALIP_03053 [Plasmodium falciparum MaliPS096_E11],0,100.00%,noIPR;noIPR;noIPR;noIPR;IPR010784;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Merozoite surface protein-type;Merozoite surface protein-type;Merozoite surface protein-type;Merozoite surface protein-type;Merozoite surface protein-type;Merozoite surface protein-type;Merozoite surface protein-type;Merozoite surface protein-type;Merozoite surface protein-type;Merozoite surface protein-type;Merozoite surface protein-type
901,NA,NA,NA,NA,PF3D7_1035500.1-p1,371,GO:0005515;GO:0030260,2,protein binding;entry into host cell,Molecular Function;Biological Process,42374900;574971014;1304171336;910271300;124802905;583225002;1016051862;10312227;215260683,EWC87737;PKC43361;KNG74835;XP_001347630;CZT98612;AAS13450;AAG15394;ACJ64712;ETW33394,"gi|910271300|gb|KNG74835.1|merozoite surface protein 6 [Plasmodium falciparum IGH-CR14]/gi|10312227|gb|AAG15394.1|merozoite surface protein 6 [Plasmodium falciparum]/gi|583225002|gb|EWC87737.1|hypothetical protein PFNF54_03337 [Plasmodium falciparum NF54]/gi|42374900|gb|AAS13450.1|merozoite surface protein 6, partial [Plasmodium falciparum]/gi|215260683|gb|ACJ64712.1|merozoite surface protein 6, partial [Plasmodium falciparum]/gi|124802905|ref|XP_001347630.1|merozoite surface protein 6 [Plasmodium falciparum 3D7]/gi|574971014|gb|ETW33394.1|hypothetical protein PFTANZ_05885 [Plasmodium falciparum Tanzania (2000708)]/gi|1016051862|emb|CZT98612.1|merozoite surface protein 6 [Plasmodium falciparum 3D7]/gi|1304171336|gb|PKC43361.1|merozoite surface protein 6 [Plasmodium falciparum NF54]",0,100.00%,noIPR;IPR010784;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Merozoite surface protein-type;Merozoite surface protein-type;Merozoite surface protein-type;Merozoite surface protein-type;Merozoite surface protein-type;Merozoite surface protein-type;Merozoite surface protein-type;Merozoite surface protein-type
902,NA,NA,NA,NA,PF3D7_1035600.1-p1,424,,NA,,,914578402;574971015;575000711;574987645;1016051863;583225001;583214959;1304171424;124802909;574995416;574980779,EWC87736;PKC43449;KOB84828;ETW56452;ETW48917;CZT98613;XP_001347631;ETW42547;EWC76208;ETW33395;ETW61179,gi|124802909|ref|XP_001347631.1|merozoite surface protein [Plasmodium falciparum 3D7]/gi|574987645|gb|ETW48917.1|hypothetical protein PFMALIP_03055 [Plasmodium falciparum MaliPS096_E11]/gi|575000711|gb|ETW61179.1|hypothetical protein PFMC_03043 [Plasmodium falciparum CAMP/Malaysia]/gi|1016051863|emb|CZT98613.1|merozoite surface protein [Plasmodium falciparum 3D7]/gi|574995416|gb|ETW56452.1|hypothetical protein PFUGPA_01623 [Plasmodium falciparum Palo Alto/Uganda]/gi|574980779|gb|ETW42547.1|hypothetical protein PFNF135_03206 [Plasmodium falciparum NF135/5.C10]/gi|914578402|gb|KOB84828.1|hypothetical protein PFDG_00162 [Plasmodium falciparum Dd2]/gi|1304171424|gb|PKC43449.1|merozoite surface protein [Plasmodium falciparum NF54]/gi|574971015|gb|ETW33395.1|hypothetical protein PFTANZ_05886 [Plasmodium falciparum Tanzania (2000708)]/gi|583214959|gb|EWC76208.1|hypothetical protein C923_03134 [Plasmodium falciparum UGT5.1]/gi|583225001|gb|EWC87736.1|hypothetical protein PFNF54_03336 [Plasmodium falciparum NF54],0,100.00%,noIPR;noIPR;IPR010784;noIPR;noIPR;noIPR;noIPR,DOMAIN;DOMAIN;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,"Exported protein, PHISTa/b/c, conserved domain, Plasmodium;Exported protein, PHISTa/b/c, conserved domain, Plasmodium;Merozoite surface protein-type;Merozoite surface protein-type;Merozoite surface protein-type;Merozoite surface protein-type;Merozoite surface protein-type"
903,NA,NA,NA,NA,PF3D7_1035700.1-p1,697,GO:0005515;GO:0009405;GO:0009986;GO:0016021;GO:0030260;GO:0044650;GO:0044764;GO:0046789,8,protein binding;pathogenesis;cell surface;integral component of membrane;entry into host cell;adhesion of symbiont to host cell;multi-organism cellular process;host cell surface receptor binding,Molecular Function;Biological Process;Cellular Component;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function,124802912;1304171516;583224999;1016051864,PKC43541;EWC87734;CZT98614;XP_001347632,gi|124802912|ref|XP_001347632.1|duffy binding-like merozoite surface protein [Plasmodium falciparum 3D7]/gi|583224999|gb|EWC87734.1|hypothetical protein PFNF54_03334 [Plasmodium falciparum NF54]/gi|1016051864|emb|CZT98614.1|duffy binding-like merozoite surface protein [Plasmodium falciparum 3D7]/gi|1304171516|gb|PKC43541.1|duffy binding-like merozoite surface protein [Plasmodium falciparum NF54],0,100.00%,noIPR;noIPR;IPR010784;IPR042202;noIPR;IPR008602;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,DOMAIN;DOMAIN;FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,"Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal;Merozoite surface protein-type;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding;Duffy-antigen binding;Duffy-antigen binding;Duffy-antigen binding;Duffy-antigen binding;Duffy-antigen binding;Duffy-antigen binding;Duffy-antigen binding;Duffy-antigen binding;Duffy-antigen binding"
