,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,"[INTERPRO, ANNOTATED]",PRCDC_0410000.1-p1,"| transcript=PRCDC_0410000.1 | gene=PRCDC_0410000 | organism=Plasmodium_reichenowi_CDC | gene_product=erythrocyte membrane protein 1 (EMP1), pseudogene | transcript_product=erythrocyte membrane protein 1 (EMP1), pseudogene | location=PrCDC_04_v3:477489-485179(-) | protein_length=2258 | sequence_SO=chromosome | SO=protein_coding",2257,,,,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR029210 (PFAM); IPR004258 (PFAM); IPR008602 (PFAM); G3DSA:1.20.58.1930 (GENE3D); IPR029211 (PFAM); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR041480 (PFAM); G3DSA:1.10.1900.40 (GENE3D); G3DSA:1.20.58.830 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,"[INTERPRO, ANNOTATED]",PRCDC_0410300.1-p1,"| transcript=PRCDC_0410300.1 | gene=PRCDC_0410300 | organism=Plasmodium_reichenowi_CDC | gene_product=erythrocyte membrane protein 1, EMP1 | transcript_product=erythrocyte membrane protein 1, EMP1 | location=PrCDC_04_v3:492916-502020(-) | protein_length=2347 | sequence_SO=chromosome | SO=protein_coding",2347,,,,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR029210 (PFAM); G3DSA:1.10.1900.40 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); G3DSA:1.20.58.830 (GENE3D); G3DSA:1.20.58.1930 (GENE3D); IPR004258 (PFAM); IPR041480 (PFAM); IPR029211 (PFAM); IPR008602 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,[INTERPRO],PRCDC_0410700.1-p1,| transcript=PRCDC_0410700.1 | gene=PRCDC_0410700 | organism=Plasmodium_reichenowi_CDC | gene_product=stevor | transcript_product=stevor | location=PrCDC_04_v3:515166-516176(+) | protein_length=303 | sequence_SO=chromosome | SO=protein_coding,303,,,,,,,,,IPR006374 (TIGRFAM); IPR006374 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, ANNOTATED]",PRCDC_0410900.1-p1,"| transcript=PRCDC_0410900.1 | gene=PRCDC_0410900 | organism=Plasmodium_reichenowi_CDC | gene_product=erythrocyte membrane protein 1, EMP1 | transcript_product=erythrocyte membrane protein 1, EMP1 | location=PrCDC_04_v3:521659-533668(-) | protein_length=2460 | sequence_SO=chromosome | SO=protein_coding",2460,,,,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR029211 (PFAM); G3DSA:1.10.1900.40 (GENE3D); IPR004258 (PFAM); IPR041480 (PFAM); IPR029210 (PFAM); G3DSA:1.20.58.1930 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR008602 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,"[INTERPRO, ANNOTATED]",PRCDC_0418200.1-p1,"| transcript=PRCDC_0418200.1 | gene=PRCDC_0418200 | organism=Plasmodium_reichenowi_CDC | gene_product=erythrocyte membrane protein 1, EMP1 | transcript_product=erythrocyte membrane protein 1, EMP1 | location=PrCDC_04_v3:856198-862587(-) | protein_length=1970 | sequence_SO=chromosome | SO=protein_coding",1970,,,,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR042202 (G3DSA:1.20.1310.GENE3D); G3DSA:1.20.58.1930 (GENE3D); IPR029210 (PFAM); IPR041480 (PFAM); G3DSA:1.20.58.830 (GENE3D); IPR008602 (PFAM); G3DSA:1.10.1900.40 (GENE3D); IPR029211 (PFAM); IPR004258 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); PTHR18959 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,"[INTERPRO, ANNOTATED]",PRCDC_0418400.1-p1,"| transcript=PRCDC_0418400.1 | gene=PRCDC_0418400 | organism=Plasmodium_reichenowi_CDC | gene_product=erythrocyte membrane protein 1 (EMP1), pseudogene | transcript_product=erythrocyte membrane protein 1 (EMP1), pseudogene | location=PrCDC_04_v3:868585-877455(-) | protein_length=2470 | sequence_SO=chromosome | SO=protein_coding",2469,,,,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,G3DSA:1.10.1900.40 (GENE3D); G3DSA:1.20.58.1930 (GENE3D); IPR029211 (PFAM); IPR029210 (PFAM); IPR008602 (PFAM); IPR041480 (PFAM); IPR042202 (G3DSA:1.20.1310.GENE3D); G3DSA:1.20.58.830 (GENE3D); IPR004258 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,"[INTERPRO, ANNOTATED]",PRCDC_0418500.1-p1,"| transcript=PRCDC_0418500.1 | gene=PRCDC_0418500 | organism=Plasmodium_reichenowi_CDC | gene_product=erythrocyte membrane protein 1, EMP1 | transcript_product=erythrocyte membrane protein 1, EMP1 | location=PrCDC_04_v3:882433-892732(-) | protein_length=3031 | sequence_SO=chromosome | SO=protein_coding",3031,,,,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR004258 (PFAM); IPR029210 (PFAM); G3DSA:1.20.58.1930 (GENE3D); G3DSA:1.20.58.830 (GENE3D); IPR008602 (PFAM); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR029211 (PFAM); G3DSA:1.10.1900.40 (GENE3D); IPR041480 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,"[INTERPRO, ANNOTATED]",PRCDC_0418600.1-p1,"| transcript=PRCDC_0418600.1 | gene=PRCDC_0418600 | organism=Plasmodium_reichenowi_CDC | gene_product=erythrocyte membrane protein 1, EMP1 | transcript_product=erythrocyte membrane protein 1, EMP1 | location=PrCDC_04_v3:897301-901148(-) | protein_length=1281 | sequence_SO=chromosome | SO=protein_coding",1281,,,,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR042202 (G3DSA:1.20.1310.GENE3D); IPR029210 (PFAM); IPR008602 (PFAM); G3DSA:1.20.58.830 (GENE3D); IPR004258 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); PTHR18959 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,"[INTERPRO, ANNOTATED]",PRCDC_0418700.1-p1,"| transcript=PRCDC_0418700.1 | gene=PRCDC_0418700 | organism=Plasmodium_reichenowi_CDC | gene_product=erythrocyte membrane protein 1, EMP1 | transcript_product=erythrocyte membrane protein 1, EMP1 | location=PrCDC_04_v3:907283-918867(-) | protein_length=3081 | sequence_SO=chromosome | SO=protein_coding",3081,,,,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,G3DSA:1.20.58.830 (GENE3D); IPR008602 (PFAM); IPR029211 (PFAM); IPR004258 (PFAM); G3DSA:1.20.58.830 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); G3DSA:1.20.58.1930 (GENE3D); IPR041480 (PFAM); IPR029210 (PFAM); IPR042202 (G3DSA:1.20.1310.GENE3D); G3DSA:1.10.1900.40 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959:SF23 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); PTHR18959 (PANTHER); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
TRUE,[INTERPRO],PRCDC_0418800.1-p1,"| transcript=PRCDC_0418800.1 | gene=PRCDC_0418800 | organism=Plasmodium_reichenowi_CDC | gene_product=erythrocyte membrane protein 1, EMP1, exon 2 | transcript_product=erythrocyte membrane protein 1, EMP1, exon 2 | location=PrCDC_04_v3:920545-921447(+) | protein_length=300 | sequence_SO=chromosome | SO=protein_coding",300,,,,,,,,,IPR029211 (PFAM); G3DSA:1.10.1900.40 (GENE3D); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0420600.1-p1,"| transcript=PRCDC_0420600.1 | gene=PRCDC_0420600 | organism=Plasmodium_reichenowi_CDC | gene_product=apical asparagine-rich protein AARP, putative | transcript_product=apical asparagine-rich protein AARP, putative | location=PrCDC_04_v3:989820-990482(+) | protein_length=220 | sequence_SO=chromosome | SO=protein_coding",220,,,,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0420900.1-p1,| transcript=PRCDC_0420900.1 | gene=PRCDC_0420900 | organism=Plasmodium_reichenowi_CDC | gene_product=early transcribed membrane protein 4 | transcript_product=early transcribed membrane protein 4 | location=PrCDC_04_v3:1005281-1005691(-) | protein_length=136 | sequence_SO=chromosome | SO=protein_coding,136,,,,,,,,,IPR006389 (TIGRFAM); IPR006389 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR38922 (PANTHER); PTHR38922:SF2 (PANTHER),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0421100.1-p1,"| transcript=PRCDC_0421100.1 | gene=PRCDC_0421100 | organism=Plasmodium_reichenowi_CDC | gene_product=probable protein, unknown function | transcript_product=probable protein, unknown function | location=PrCDC_04_v3:1011473-1012027(-) | protein_length=137 | sequence_SO=chromosome | SO=protein_coding",137,,,,,,,,,mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0421200.1-p1,"| transcript=PRCDC_0421200.1 | gene=PRCDC_0421200 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein (PHISTc), unknown function | transcript_product=Plasmodium exported protein (PHISTc), unknown function | location=PrCDC_04_v3:1014813-1016231(+) | protein_length=372 | sequence_SO=chromosome | SO=protein_coding",372,,,,,,,,,IPR006526 (TIGRFAM); IPR019111 (PFAM); G3DSA:1.20.58.1760 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR36193 (PANTHER),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0421300.1-p1,| transcript=PRCDC_0421300.1 | gene=PRCDC_0421300 | organism=Plasmodium_reichenowi_CDC | gene_product=reticulocyte binding protein homologue 5 | transcript_product=reticulocyte binding protein homologue 5 | location=PrCDC_04_v3:1016403-1018234(-) | protein_length=535 | sequence_SO=chromosome | SO=protein_coding,535,,,,,,,,,IPR041668 (PFAM),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0422000.1-p1,"| transcript=PRCDC_0422000.1 | gene=PRCDC_0422000 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein (PHISTb), unknown function, pseudogene | transcript_product=Plasmodium exported protein (PHISTb), unknown function, pseudogene | location=PrCDC_04_v3:1058134-1059131(+) | protein_length=300 | sequence_SO=chromosome | SO=protein_coding",294,,,,,,,,,IPR019111 (PFAM),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0500300.1-p1,"| transcript=PRCDC_0500300.1 | gene=PRCDC_0500300 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=PrCDC_05_v3:10380-11401(+) | protein_length=260 | sequence_SO=chromosome | SO=protein_coding",260,,,,,,,,,no IPS match,no IPS match,no IPS match
TRUE,[INTERPRO],PRCDC_0531100.1-p1,| transcript=PRCDC_0531100.1 | gene=PRCDC_0531100 | organism=Plasmodium_reichenowi_CDC | gene_product=early transcribed membrane protein 5 | transcript_product=early transcribed membrane protein 5 | location=PrCDC_05_v3:1244816-1245370(+) | protein_length=184 | sequence_SO=chromosome | SO=protein_coding,184,,,,,,,,,IPR006389 (PFAM); IPR006389 (TIGRFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR38922 (PANTHER); PTHR38922:SF9 (PANTHER),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0531300.1-p1,"| transcript=PRCDC_0531300.1 | gene=PRCDC_0531300 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein (PHISTb), unknown function | transcript_product=Plasmodium exported protein (PHISTb), unknown function | location=PrCDC_05_v3:1251750-1253408(+) | protein_length=509 | sequence_SO=chromosome | SO=protein_coding",509,,,,,,,,,G3DSA:1.20.58.1760 (GENE3D); IPR019111 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR36193 (PANTHER),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0531400.1-p1,"| transcript=PRCDC_0531400.1 | gene=PRCDC_0531400 | organism=Plasmodium_reichenowi_CDC | gene_product=lysine-rich membrane-associated PHISTb protein, putative | transcript_product=lysine-rich membrane-associated PHISTb protein, putative | location=PrCDC_05_v3:1255872-1257492(+) | protein_length=507 | sequence_SO=chromosome | SO=protein_coding",507,,,,,,,,,G3DSA:1.20.58.1760 (GENE3D); IPR019111 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR36193 (PANTHER),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0531600.1-p1,"| transcript=PRCDC_0531600.1 | gene=PRCDC_0531600 | organism=Plasmodium_reichenowi_CDC | gene_product=Plasmodium exported protein, unknown function, pseudogene | transcript_product=Plasmodium exported protein, unknown function, pseudogene | location=PrCDC_05_v3:1261845-1262255(-) | protein_length=136 | sequence_SO=chromosome | SO=protein_coding",134,,,,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0531700.1-p1,"| transcript=PRCDC_0531700.1 | gene=PRCDC_0531700 | organism=Plasmodium_reichenowi_CDC | gene_product=erythrocyte membrane protein 1 (EMP1), pseudogene | transcript_product=erythrocyte membrane protein 1 (EMP1), pseudogene | location=PrCDC_05_v3:1264285-1265133(-) | protein_length=281 | sequence_SO=chromosome | SO=protein_coding",281,,,,,,,,,G3DSA:1.10.1900.40 (GENE3D); IPR029211 (PFAM); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER),no GO terms,no GO terms
TRUE,[INTERPRO],PRCDC_0531800.1-p1,"| transcript=PRCDC_0531800.1 | gene=PRCDC_0531800 | organism=Plasmodium_reichenowi_CDC | gene_product=stevor, pseudogene | transcript_product=stevor, pseudogene | location=PrCDC_05_v3:1266165-1266932(-) | protein_length=255 | sequence_SO=chromosome | SO=protein_coding",254,,,,,,,,,IPR006374 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, ANNOTATED]",PRCDC_0532000.1-p1,"| transcript=PRCDC_0532000.1 | gene=PRCDC_0532000 | organism=Plasmodium_reichenowi_CDC | gene_product=erythrocyte membrane protein 1 (EMP1), pseudogene | transcript_product=erythrocyte membrane protein 1 (EMP1), pseudogene | location=PrCDC_05_v3:1271555-1282907(+) | protein_length=3692 | sequence_SO=chromosome | SO=protein_coding",3690,,,,3,P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding,,,IPR042202 (G3DSA:1.20.1310.GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); G3DSA:1.10.1900.40 (GENE3D); G3DSA:1.20.58.830 (GENE3D); IPR029210 (PFAM); IPR008602 (PFAM); IPR042202 (G3DSA:1.20.1310.GENE3D); G3DSA:1.20.58.830 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR029211 (PFAM); G3DSA:1.20.58.830 (GENE3D); G3DSA:1.20.58.830 (GENE3D); IPR042202 (G3DSA:1.20.1310.GENE3D); IPR004258 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959:SF23 (PANTHER); PTHR18959 (PANTHER); PTHR18959 (PANTHER); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY); SSF140924 (SUPERFAMILY),P:GO:0009405; C:GO:0016021; F:GO:0046789,P:pathogenesis; C:integral component of membrane; F:host cell surface receptor binding
