,Species Group,Number of Orthogroups,Number of genes,Sequence Name,Sequence Length,GOID,Gocount,Goterm,Gocategory,tophitGI,tophitaccession,List of orthogroups
950,NA,NA,NA,PF3D7_1240400.1-p1,2287,GO:0009405;GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0044650;GO:0046789;GO:0050839,10,"pathogenesis;integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;adhesion of symbiont to host cell;host cell surface receptor binding;cell adhesion molecule binding",Biological Process;Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function;Molecular Function,124806689;1304176666;1016053569,PKC48624;XP_001350797;CZT99563,NA
951,NA,NA,NA,PF3D7_1240600.1-p1,2359,GO:0009405;GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0044650;GO:0046789;GO:0050839,10,"pathogenesis;integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;adhesion of symbiont to host cell;host cell surface receptor binding;cell adhesion molecule binding",Biological Process;Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function;Molecular Function,124806691;1016053570,XP_001350798;CZT99564,NA
952,NA,NA,NA,PF3D7_1240900.1-p1,2287,GO:0009405;GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0044650;GO:0046789;GO:0050839,10,"pathogenesis;integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;adhesion of symbiont to host cell;host cell surface receptor binding;cell adhesion molecule binding",Biological Process;Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function;Molecular Function,1304176228;1371547114;1016053571,PKC48186;XP_024329174;CZT99566,NA
953,NA,NA,NA,PF3D7_1252500.1-p1,394,GO:0016021,1,integral component of membrane,Cellular Component,1371547152;906523386;1016053682;1304176513,KNC36427;PKC48471;XP_024329184;CZT99678,NA
954,NA,NA,NA,PF3D7_1252700.1-p1,450,GO:0016021;GO:0044538,2,integral component of membrane;host cell periphery,Cellular Component;Cellular Component,583224418;574966578;1304176230;1016053684;583213501;124807103,PKC48188;EWC87265;CZT99680;XP_001350909;EWC75046;ETW29731,NA
955,NA,NA,NA,PF3D7_1252800.1-p1,626,GO:0016021,1,integral component of membrane,Cellular Component,583224419;124807106;1016053685;1304176563,EWC87266;PKC48521;XP_001350910;CZT99681,NA
956,NA,NA,NA,PF3D7_1252900.1-p1,113,,NA,,,583224420;1304176452;258597600;1016053686,EWC87267;PKC48410;XP_001350911;CZT99682,NA
957,NA,NA,NA,PF3D7_1253000.1-p1,469,GO:0006457;GO:0016021;GO:0030430;GO:0051082,4,protein folding;integral component of membrane;host cell cytoplasm;unfolded protein binding,Biological Process;Cellular Component;Cellular Component;Molecular Function,574999521;574979603;583224421;574994722;1016053687;258597602;1304176535;574748989,EWC87268;PKC48493;ETW55786;CZT99683;XP_001350912;ETW41382;ETW60008;ETW17275,NA
958,NA,NA,NA,PF3D7_1253100.1-p1,288,GO:0016021,1,integral component of membrane,Cellular Component,579331109;583213505;914549719;1016053688;1304176645;124807118,PKC48603;CZT99684;XP_001350913;EWC75050;EUT82028;KOB62529,NA
959,NA,NA,NA,PF3D7_1253200.1-p1,139,GO:0005634;GO:0016020,2,nucleus;membrane,Cellular Component;Cellular Component,1304176301;1016053689;258597604,PKC48259;XP_001350914;CZT99685,NA
960,NA,NA,NA,PF3D7_1253300.1-p1,205,,NA,,,574979612;583224424;574986587,EWC87271;ETW47901;ETW41391,NA
961,NA,NA,NA,PF3D7_1253600.1-p1,275,,NA,,,579327058;574985058,ETW46403;EUT78012,NA
962,NA,NA,NA,PF3D7_1253900.1-p1,274,GO:0016021,1,integral component of membrane,Cellular Component,910271926,KNG75461,NA
963,NA,NA,NA,PF3D7_1254100.1-p1,295,GO:0016021;GO:0020013;GO:0020036,3,integral component of membrane;modulation by symbiont of host erythrocyte aggregation;Maurer's cleft,Cellular Component;Biological Process;Cellular Component,1016053695;1304176636;124807163,PKC48594;CZT99694;XP_001350924,NA
964,NA,NA,NA,PF3D7_1254300.1-p1,302,GO:0016021;GO:0020013;GO:0020036,3,integral component of membrane;modulation by symbiont of host erythrocyte aggregation;Maurer's cleft,Cellular Component;Biological Process;Cellular Component,1304176407;1016053697;258597606,PKC48365;XP_001350926;CZT99696,NA
965,NA,NA,NA,PF3D7_1254600.1-p1,302,GO:0016021;GO:0020013;GO:0020036,3,integral component of membrane;modulation by symbiont of host erythrocyte aggregation;Maurer's cleft,Cellular Component;Biological Process;Cellular Component,1371547154;1304176488;1016053700,PKC48446;XP_001350929;CZT99699,NA
966,NA,NA,NA,PF3D7_1254900.1-p1,70,,NA,,,574990885;225632084;1016053703;1371546090;296005640;1304176274;124807199;914550065;1304176900;1371546042;579125726;1304172519;1013064382;1304173440;1013064351;914551068;574979866,EUR74238;PKC48232;PKC44541;PKC48844;PKC45456;ETW52035;XP_002809134;CZT62493;XP_001350932;XP_024328988;CZT99702;XP_024328992;CAX64418;CZT62488;ETW41641;KOB62782;KOB63445,NA
967,NA,NA,NA,PF3D7_1255200.1-p1,2268,GO:0009405;GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0044650;GO:0046789;GO:0050839,10,"pathogenesis;integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;adhesion of symbiont to host cell;host cell surface receptor binding;cell adhesion molecule binding",Biological Process;Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function;Molecular Function,1016053706;124807212,XP_001350935;CZT99705,NA
968,NA,NA,NA,PF3D7_1300100.1-p1,2162,GO:0009405;GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0044650;GO:0046789;GO:0050839,10,"pathogenesis;integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;adhesion of symbiont to host cell;host cell surface receptor binding;cell adhesion molecule binding",Biological Process;Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function;Molecular Function,1304175341;124512764;23615155,PKC47341;XP_001349738;CAD52143,NA
969,NA,NA,NA,PF3D7_1300300.1-p1,3346,GO:0009405;GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0044650;GO:0046789;GO:0050839,10,"pathogenesis;integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;adhesion of symbiont to host cell;host cell surface receptor binding;cell adhesion molecule binding",Biological Process;Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function;Molecular Function,1304175113;124512768;23615157,PKC47113;CAD52145;XP_001349740,NA
970,NA,NA,NA,PF3D7_1300800.1-p1,286,GO:0016021,1,integral component of membrane,Cellular Component,225631927;296005325;1304175024,PKC47024;XP_002808991;CAX64272,NA
971,NA,NA,NA,PF3D7_1300900.1-p1,308,GO:0016021;GO:0020013;GO:0020036,3,integral component of membrane;modulation by symbiont of host erythrocyte aggregation;Maurer's cleft,Cellular Component;Biological Process;Cellular Component,124512778;583222338;23615162;1304175361,EWC85434;PKC47361;XP_001349745;CAD52151,NA
972,NA,NA,NA,PF3D7_1301100.1-p1,276,GO:0016021,1,integral component of membrane,Cellular Component,910271926,KNG75461,NA
973,NA,NA,NA,PF3D7_1301200.1-p1,377,GO:0016021,1,integral component of membrane,Cellular Component,23615165;124512784;1304175008,PKC47008;CAD52155;XP_001349748,NA
974,NA,NA,NA,PF3D7_1301400.1-p1,381,,NA,,,579118020;124513002;583224018;23615274;579330100;574993779;1304174934;574748970;574986526;574999256,EUR66694;PKC46934;EWC86905;ETW54894;ETW47842;XP_001349857;CAD52264;ETW59748;ETW17259;EUT81023,NA
975,NA,NA,NA,PF3D7_1301500.1-p1,308,GO:0016021;GO:0020011,2,integral component of membrane;apicoplast,Cellular Component;Cellular Component,579118021;23615275;1304175033;124513004;574748971;583213449;574972872;583224019;579330101;574979382;574993778;574986527;914550936;574999257,EUR66695;PKC47033;EWC86906;ETW54893;ETW47843;CAD52265;XP_001349858;ETW41164;EWC75008;ETW35085;ETW59749;ETW17260;EUT81024;KOB63366,NA
976,NA,NA,NA,PF3D7_1301700.1-p1,245,GO:0016021;GO:0020011,2,integral component of membrane;apicoplast,Cellular Component;Cellular Component,579330103;1304175263;23615277;583224022;124513008;574748973;579118024;574979384;574972874,EUR66698;PKC47263;EWC86909;XP_001349860;CAD52267;ETW41166;ETW35087;ETW17262;EUT81026,NA
977,NA,NA,NA,PF3D7_1301900.1-p1,121,GO:0016021;GO:0020011,2,integral component of membrane;apicoplast,Cellular Component;Cellular Component,574972839;914582325;23615280;574979388;1304175077;124513014,KOB88742;PKC47077;XP_001349863;CAD52270;ETW41170;ETW35053,NA
978,NA,NA,NA,PF3D7_1302300.1-p1,122,GO:0016021,1,integral component of membrane,Cellular Component,1304174996;225631928;296005327,PKC46996;XP_002808992;CAX64273,NA
979,NA,NA,NA,PF3D7_1334500.1-p1,593,GO:0016021;GO:0020036,2,integral component of membrane;Maurer's cleft,Cellular Component;Cellular Component,574979360,ETW41143,NA
980,NA,NA,NA,PF3D7_1334600.1-p1,298,GO:0043657,1,host cell,Cellular Component,914579547;914551853,KOB85967;KOB63939,NA
981,NA,NA,NA,PF3D7_1334700.1-p1,202,GO:0020020;GO:0044164,2,food vacuole;host cell cytosol,Cellular Component;Cellular Component,574983940;910273703;583223972;574972527;579117679;914551854;579330473;124513444;23615495;1304175123;574964439;574993392;574999059;906524950;574748638,CAD52486;XP_001350078;ETW59553;EUT81396;KOB63940;EUR66359;KNC37341;EWC86889;PKC47123;KNG77238;ETW54507;ETW45658;ETW34755;ETW27703;ETW16952,NA
982,NA,NA,NA,PF3D7_1344400.1-p1,490,,NA,,,583225138;1371546626;1304175311;1013064517;583212844,PKC47311;EWC87873;XP_024329027;CZT62549;EWC74518,NA
983,NA,NA,NA,PF3D7_1353100.1-p1,285,GO:0016021,1,integral component of membrane,Cellular Component,1304172495;23615660;574985969;124513774;583223492,EWC86463;PKC44517;ETW47300;XP_001350243;CAD52652,NA
984,NA,NA,NA,PF3D7_1353200.1-p1,137,GO:0016021;GO:0020036,2,integral component of membrane;Maurer's cleft,Cellular Component;Cellular Component,23615661;579116524;574978895;906523587;574748429;574998793;574972309;910273843;579329300;583212720;574965104;914580310;574985970;574994610;914548245;1304172523;124513776,XP_001350244;CAD52653;EWC74406;ETW59290;EUT80230;KOB61305;EUR65221;KNC36547;KNG77378;KOB86728;PKC44545;ETW55682;ETW47301;ETW40679;ETW34545;ETW28330;ETW16760,NA
985,NA,NA,NA,PF3D7_1370300.1-p1,249,GO:0016021;GO:0020036,2,integral component of membrane;Maurer's cleft,Cellular Component;Cellular Component,296005604;225632066;34305469;583222987;1304172631,EWC86018;PKC44653;XP_002809116;AAQ63567;CAX64397,NA
986,NA,NA,NA,PF3D7_1371500.1-p1,168,GO:0016021,1,integral component of membrane,Cellular Component,914582755;574978692;296005616;574970192;579106705;1370964738;1304172677;225632072;574994271;574998654;583223391,EUR55613;PKC44699;EWC86385;KOB89172;ETW55345;CAX64405;XP_002809122;ETW40477;ETW32911;ETW59156;SOS80804,NA
987,NA,NA,NA,PF3D7_1371800.1-p1,440,GO:0016021,1,integral component of membrane,Cellular Component,583223395;1304172479;1013064536;1371546636,PKC44501;EWC86389;CZT62556;XP_024329032,NA
988,NA,NA,NA,PF3D7_1371900.1-p1,210,,NA,,,574994276;1304172653;1370964742;296005618;574998659;583223396;579106700;225632073;574978697;574748126,EUR55608;EWC86390;PKC44675;ETW55350;XP_002809123;CAX64406;ETW40482;ETW59161;SOS80808;ETW16484,NA
989,NA,NA,NA,PF3D7_1372000.1-p1,417,GO:0016021,1,integral component of membrane,Cellular Component,296005620;225632074;1304172598,PKC44620;CAX64407;XP_002809124,NA
990,NA,NA,NA,PF3D7_1372100.1-p1,609,GO:0016021,1,integral component of membrane,Cellular Component,574998661;574748128;574972100;574984196;296005622;574994278;583223398;225632075;579109661;1304172656;579106698,EUR58475;EUR55606;PKC44678;EWC86392;ETW55352;ETW45843;XP_002809125;CAX64408;ETW34346;ETW59163;ETW16486,NA
991,NA,NA,NA,PF3D7_1372200.1-p1,275,GO:0020020,1,food vacuole,Cellular Component,296005624;1304172481;225632076,PKC44503;CAX64409;XP_002809126,NA
992,NA,NA,NA,PF3D7_1372300.1-p1,206,,NA,,,1013064537;1371546638;1304172530,PKC44552;CZT62557;XP_024329033,NA
993,NA,NA,NA,PF3D7_1372500.1-p1,301,GO:0016021;GO:0020013;GO:0020036,3,integral component of membrane;modulation by symbiont of host erythrocyte aggregation;Maurer's cleft,Cellular Component;Biological Process;Cellular Component,1370964752,SOS80818,NA
994,NA,NA,NA,PF3D7_1372800.1-p1,300,GO:0016021;GO:0020013;GO:0020036,3,integral component of membrane;modulation by symbiont of host erythrocyte aggregation;Maurer's cleft,Cellular Component;Biological Process;Cellular Component,225632081;583223383;296005634;1304172667,PKC44689;EWC86380;CAX64414;XP_002809131,NA
995,NA,NA,NA,PF3D7_1372900.1-p1,437,GO:0016020;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0046789;GO:0050839,8,"membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;host cell surface receptor binding;cell adhesion molecule binding",Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Molecular Function;Molecular Function,574746516;914551705;914550062;914579100,KOB85522;ETW15148;KOB63831;KOB62779,NA
996,NA,NA,NA,PF3D7_1373200.1-p1,70,,NA,,,574990885;225632084;1016053703;1371546090;296005640;1304176274;124807199;914550065;1304176900;1371546042;579125726;1304172519;1013064382;1304173440;1013064351;914551068;574979866,EUR74238;PKC48232;PKC44541;PKC48844;PKC45456;ETW52035;XP_002809134;CZT62493;XP_001350932;XP_024328988;CZT99702;XP_024328992;CAX64418;CZT62488;ETW41641;KOB62782;KOB63445,NA
997,NA,NA,NA,PF3D7_1373500.1-p1,2223,GO:0009405;GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0044650;GO:0046789;GO:0050839,10,"pathogenesis;integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;adhesion of symbiont to host cell;host cell surface receptor binding;cell adhesion molecule binding",Biological Process;Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function;Molecular Function,124514106;1304172489;23615826,PKC44511;XP_001350409;CAD52819,NA
998,NA,NA,NA,PF3D7_1400100.1-p1,977,GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0046789;GO:0050839,8,"integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;host cell surface receptor binding;cell adhesion molecule binding",Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Molecular Function;Molecular Function,1304177403,PKC49315,NA
999,NA,NA,NA,PF3D7_1400700.1-p1,293,GO:0016021;GO:0020013;GO:0020036,3,integral component of membrane;modulation by symbiont of host erythrocyte aggregation;Maurer's cleft,Cellular Component;Biological Process;Cellular Component,1304177996;583223093;124807943;1016052405,PKC49908;EWC86102;XP_001348182;CZT99712,NA
